County,Year,Variable,Value,CI_Low,CI_High
Stephens,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Stewart,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Thomas,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Sumter,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Dawson,2017,Age-Adjusted Death Rate-Drug Overdoses,30.0,N/A,N/A
Union,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Butts,2017,Age-Adjusted Death Rate-Drug Overdoses,21.9,N/A,N/A
Pierce,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Tift,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Toombs,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Towns,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Treutlen,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Troup,2017,Age-Adjusted Death Rate-All Opioids,8.8,N/A,N/A
Turner,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Taliaferro,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
White,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Upson,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Walker,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Walton,2017,Age-Adjusted Death Rate-All Opioids,10.2,N/A,N/A
Ware,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Warren,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Washington,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Wayne,2017,Age-Adjusted Death Rate-All Opioids,16.7,N/A,N/A
Webster,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Twiggs,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Richmond,2017,Age-Adjusted Death Rate-All Opioids,14.5,N/A,N/A
Tattnall,2017,Age-Adjusted Death Rate-All Opioids,20.5,N/A,N/A
Wilcox,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Bibb,2017,Age-Adjusted Death Rate-Drug Overdoses,13.3,N/A,N/A
Appling,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Atkinson,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Bacon,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Baker,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Baldwin,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Banks,2017,Age-Adjusted Death Rate-Drug Overdoses,26.2,N/A,N/A
Candler,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Berrien,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Barrow,2017,Age-Adjusted Death Rate-Drug Overdoses,21.4,N/A,N/A
Dade,2017,Age-Adjusted Death Rate-Drug Overdoses,37.0,N/A,N/A
Bleckley,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Brantley,2017,Age-Adjusted Death Rate-Drug Overdoses,24.1,N/A,N/A
Brooks,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Bryan,2017,Age-Adjusted Death Rate-Drug Overdoses,13.1,N/A,N/A
Bulloch,2017,Age-Adjusted Death Rate-Drug Overdoses,8.8,N/A,N/A
Burke,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Bartow,2017,Age-Adjusted Death Rate-Drug Overdoses,25.8,N/A,N/A
Camden,2017,Age-Adjusted Death Rate-Drug Overdoses,9.1,N/A,N/A
Crisp,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Wilkinson,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Calhoun,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Worth,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Clayton,2017,Age-Adjusted Death Rate-Drug Overdoses,12.0,N/A,N/A
Clinch,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Charlton,2017,Age-Adjusted Death Rate-Drug Overdoses,49.5,N/A,N/A
Chatham,2017,Age-Adjusted Death Rate-Drug Overdoses,13.7,N/A,N/A
Chattahoochee,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Chattooga,2017,Age-Adjusted Death Rate-Drug Overdoses,22.8,N/A,N/A
Cherokee,2017,Age-Adjusted Death Rate-Drug Overdoses,16.7,N/A,N/A
Clarke,2017,Age-Adjusted Death Rate-Drug Overdoses,9.2,N/A,N/A
Clay,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Cobb,2017,Age-Adjusted Death Rate-Drug Overdoses,18.1,N/A,N/A
Wilkes,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Carroll,2017,Age-Adjusted Death Rate-Drug Overdoses,27.5,N/A,N/A
Coffee,2017,Age-Adjusted Death Rate-Drug Overdoses,22.7,N/A,N/A
Colquitt,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Columbia,2017,Age-Adjusted Death Rate-Drug Overdoses,16.8,N/A,N/A
Cook,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Coweta,2017,Age-Adjusted Death Rate-Drug Overdoses,16.2,N/A,N/A
Crawford,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Terrell,2017,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Morgan,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Murray,2017,Age-Adjusted Death Rate-Drug Overdoses,21.6,N/A,N/A
Gwinnett,2017,Age-Adjusted Death Rate-Drug Overdoses,10.3,N/A,N/A
Jones,2017,Age-Adjusted Death Rate-Drug Overdoses,18.2,N/A,N/A
Lanier,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Echols,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Greene,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Grady,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Evans,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Dooly,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Dougherty,2017,Age-Adjusted Death Rate-Drug Overdoses,7.4,N/A,N/A
Telfair,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Douglas,2017,Age-Adjusted Death Rate-Drug Overdoses,16.0,N/A,N/A
Laurens,2017,Age-Adjusted Death Rate-Drug Overdoses,12.6,N/A,N/A
Elbert,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Fulton,2017,Age-Adjusted Death Rate-Drug Overdoses,14.5,N/A,N/A
Emanuel,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Fannin,2017,Age-Adjusted Death Rate-Drug Overdoses,28.5,N/A,N/A
Gordon,2017,Age-Adjusted Death Rate-Drug Overdoses,15.0,N/A,N/A
Fayette,2017,Age-Adjusted Death Rate-Drug Overdoses,15.4,N/A,N/A
Floyd,2017,Age-Adjusted Death Rate-Drug Overdoses,12.9,N/A,N/A
Early,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Forsyth,2017,Age-Adjusted Death Rate-Drug Overdoses,14.3,N/A,N/A
Gilmer,2017,Age-Adjusted Death Rate-Drug Overdoses,40.6,N/A,N/A
Johnson,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Crisp,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Oconee,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Taylor,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Tattnall,2017,Age-Adjusted Death Rate-Drug Overdoses,24.4,N/A,N/A
Habersham,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Hall,2017,Age-Adjusted Death Rate-Drug Overdoses,17.1,N/A,N/A
Hancock,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Haralson,2017,Age-Adjusted Death Rate-Drug Overdoses,27.4,N/A,N/A
Heard,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Harris,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Hart,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Henry,2017,Age-Adjusted Death Rate-Drug Overdoses,12.7,N/A,N/A
Houston,2017,Age-Adjusted Death Rate-Drug Overdoses,17.0,N/A,N/A
Irwin,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Jackson,2017,Age-Adjusted Death Rate-Drug Overdoses,17.3,N/A,N/A
Jasper,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Jefferson,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Jenkins,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Lamar,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Franklin,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Effingham,2017,Age-Adjusted Death Rate-Drug Overdoses,19.9,N/A,N/A
Glascock,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Long,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Meriwether,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Miller,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Lowndes,2017,Age-Adjusted Death Rate-Drug Overdoses,5.0,N/A,N/A
Lumpkin,2017,Age-Adjusted Death Rate-Drug Overdoses,31.0,N/A,N/A
McDuffie,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
McIntosh,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Macon,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Sumter,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Pierce,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Mitchell,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Talbot,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Paulding,2017,Age-Adjusted Death Rate-Drug Overdoses,15.5,N/A,N/A
Monroe,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Montgomery,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Muscogee,2017,Age-Adjusted Death Rate-Drug Overdoses,13.6,N/A,N/A
Newton,2017,Age-Adjusted Death Rate-Drug Overdoses,13.8,N/A,N/A
Marion,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Madison,2017,Age-Adjusted Death Rate-Drug Overdoses,25.7,N/A,N/A
Liberty,2017,Age-Adjusted Death Rate-Drug Overdoses,14.4,N/A,N/A
Terrell,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Stewart,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Glynn,2017,Age-Adjusted Death Rate-Drug Overdoses,19.8,N/A,N/A
Peach,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Randolph,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Lincoln,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Rockdale,2017,Age-Adjusted Death Rate-Drug Overdoses,12.7,N/A,N/A
Pike,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Polk,2017,Age-Adjusted Death Rate-Drug Overdoses,22.3,N/A,N/A
Pulaski,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Putnam,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Quitman,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Rabun,2017,Age-Adjusted Death Rate-Drug Overdoses,41.6,N/A,N/A
Richmond,2017,Age-Adjusted Death Rate-Drug Overdoses,26.8,N/A,N/A
Lee,2017,Age-Adjusted Death Rate-Drug Overdoses,17.1,N/A,N/A
Schley,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Pickens,2017,Age-Adjusted Death Rate-Drug Overdoses,31.4,N/A,N/A
Screven,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Seminole,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Spalding,2017,Age-Adjusted Death Rate-Drug Overdoses,15.7,N/A,N/A
Stephens,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Coweta,2017,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Taliaferro,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Wilcox,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Clarke,2017,Percent of Deaths by Cause-All Opioids,1.1,N/A,N/A
Butts,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Troup,2017,Age-Adjusted Death Rate-Drug Overdoses,18.6,N/A,N/A
Whitfield,2017,Age-Adjusted Death Rate-Drug Overdoses,16.2,N/A,N/A
Union,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Thomas,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Tift,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Toombs,2017,Age-Adjusted Death Rate-Drug Overdoses,22.2,N/A,N/A
Towns,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Bulloch,2017,Percent of Deaths by Cause-All Opioids,1.0,N/A,N/A
Treutlen,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Twiggs,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Wayne,2017,Age-Adjusted Death Rate-Drug Overdoses,16.7,N/A,N/A
Upson,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
White,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Walker,2017,Age-Adjusted Death Rate-Drug Overdoses,22.9,N/A,N/A
Walton,2017,Age-Adjusted Death Rate-Drug Overdoses,16.4,N/A,N/A
Ware,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Warren,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Wilkes,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Washington,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Camden,2017,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Banks,2017,Percent of Deaths by Cause-All Opioids,2.7,N/A,N/A
Laurens,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Wilkinson,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Lincoln,2017,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Worth,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Appling,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Atkinson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Bacon,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Baker,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Webster,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Burke,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Barrow,2017,Percent of Deaths by Cause-All Opioids,1.1,N/A,N/A
Bartow,2017,Percent of Deaths by Cause-All Opioids,2.0,N/A,N/A
Berrien,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Bibb,2017,Percent of Deaths by Cause-All Opioids,0.7,N/A,N/A
Bleckley,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Brantley,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Brooks,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Bryan,2017,Percent of Deaths by Cause-All Opioids,1.8,N/A,N/A
Baldwin,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Turner,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Wheeler,2017,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Decatur,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Gilmer,2017,Percent of Deaths by Cause-All Opioids,1.9,N/A,N/A
Clay,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Clayton,2017,Percent of Deaths by Cause-All Opioids,0.9,N/A,N/A
Catoosa,2017,Percent of Deaths by Cause-All Opioids,1.4,N/A,N/A
Charlton,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Chatham,2017,Percent of Deaths by Cause-All Opioids,1.1,N/A,N/A
Chattahoochee,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Chattooga,2017,Percent of Deaths by Cause-All Opioids,1.6,N/A,N/A
Candler,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
DeKalb,2017,Percent of Deaths by Cause-All Opioids,1.0,N/A,N/A
Clinch,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Glascock,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Dade,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Cobb,2017,Percent of Deaths by Cause-All Opioids,2.7,N/A,N/A
Coffee,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Colquitt,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Columbia,2017,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Cook,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Cherokee,2017,Percent of Deaths by Cause-All Opioids,2.2,N/A,N/A
Putnam,2017,% Children in Poverty,33.1,24.759574468,41.440425532
Oglethorpe,2017,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Crawford,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Fannin,2017,Death Rate-Drug Overdoses,27.6,N/A,N/A
Dawson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Carroll,2017,Percent of Deaths by Cause-All Opioids,1.9,N/A,N/A
Dodge,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Dooly,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Dougherty,2017,Percent of Deaths by Cause-All Opioids,0.5,N/A,N/A
Douglas,2017,Percent of Deaths by Cause-All Opioids,2.1,N/A,N/A
Early,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Echols,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Effingham,2017,Percent of Deaths by Cause-All Opioids,1.6,N/A,N/A
Elbert,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Emanuel,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Evans,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Fannin,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Fayette,2017,Percent of Deaths by Cause-All Opioids,0.8,N/A,N/A
Floyd,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Forsyth,2017,Percent of Deaths by Cause-All Opioids,2.0,N/A,N/A
Franklin,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Fulton,2017,Percent of Deaths by Cause-All Opioids,1.6,N/A,N/A
Glynn,2017,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Gordon,2017,Percent of Deaths by Cause-All Opioids,0.9,N/A,N/A
Grady,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Lee,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Irwin,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Habersham,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Hall,2017,Percent of Deaths by Cause-All Opioids,1.5,N/A,N/A
Hancock,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Haralson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Harris,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Hart,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Liberty,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Oconee,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Heard,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Lincoln,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Jackson,2017,Percent of Deaths by Cause-All Opioids,1.5,N/A,N/A
Jasper,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Jefferson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Jenkins,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Johnson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Jones,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Henry,2017,Percent of Deaths by Cause-All Opioids,1.4,N/A,N/A
Laurens,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Lamar,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
White,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Paulding,2017,Percent of Deaths by Cause-All Opioids,1.9,N/A,N/A
Lowndes,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Lumpkin,2017,Percent of Deaths by Cause-All Opioids,3.0,N/A,N/A
McDuffie,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
McIntosh,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Macon,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Madison,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Oglethorpe,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Marion,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Long,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Miller,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Monroe,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Montgomery,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Morgan,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Murray,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Muscogee,2017,Percent of Deaths by Cause-All Opioids,0.6,N/A,N/A
Newton,2017,Percent of Deaths by Cause-All Opioids,1.1,N/A,N/A
Meriwether,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Lanier,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Mitchell,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Peach,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Rockdale,2017,Percent of Deaths by Cause-All Opioids,0.8,N/A,N/A
Pike,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Pulaski,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Putnam,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Quitman,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Rabun,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Randolph,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Pierce,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Richmond,2017,Percent of Deaths by Cause-All Opioids,1.5,N/A,N/A
Tattnall,2017,Percent of Deaths by Cause-All Opioids,1.9,N/A,N/A
Screven,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Seminole,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Spalding,2017,Percent of Deaths by Cause-All Opioids,0.6,N/A,N/A
Stephens,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Stewart,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Sumter,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Talbot,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Schley,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Taylor,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Terrell,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Wheeler,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Polk,2017,Percent of Deaths by Cause-All Opioids,1.2,N/A,N/A
Pickens,2017,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Thomas,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Telfair,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Tift,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Toombs,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Towns,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Treutlen,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Troup,2017,Percent of Deaths by Cause-All Opioids,0.9,N/A,N/A
Turner,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Twiggs,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Upson,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Walker,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Union,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Walton,2017,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Ware,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Warren,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Washington,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Wayne,2017,Percent of Deaths by Cause-All Opioids,1.4,N/A,N/A
Webster,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Gwinnett,2017,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Whitfield,2017,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Wilkes,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Houston,2017,Percent of Deaths by Cause-All Opioids,0.6,N/A,N/A
Glascock,2017,Death Rate-All Opioids,0.0,N/A,N/A
Barrow,2017,Death Rate-All Opioids,8.9,N/A,N/A
Bartow,2017,Death Rate-All Opioids,16.2,N/A,N/A
Wilkinson,2017,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Worth,2017,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
