County,Feature,Coefficient,Value
Gilmer,% Unemployed,a,176339.10073319083
Gilmer,% Unemployed,b,-174.04842370992608
Gilmer,% Unemployed,c,0.042947562588636856
Glascock,% Unemployed,a,137370.9348230798
Glascock,% Unemployed,b,-135.2087054847389
Glascock,% Unemployed,c,0.03327010692174781
Glynn,% Unemployed,a,208374.98699008228
Glynn,% Unemployed,b,-205.94906863986748
Glynn,% Unemployed,c,0.050888871367078536
Gordon,% Unemployed,a,333868.7348093403
Gordon,% Unemployed,b,-330.136918276886
Gordon,% Unemployed,c,0.08161262783295342
Grady,% Unemployed,a,60977.52188390503
Grady,% Unemployed,b,-59.90409397983576
Grady,% Unemployed,c,0.014712576150806456
Greene,% Unemployed,a,202069.8461330942
Greene,% Unemployed,b,-199.6204161570006
Greene,% Unemployed,c,0.049301142898059425
Gwinnett,% Unemployed,a,261624.29162044905
Gwinnett,% Unemployed,b,-258.86085405843494
Gwinnett,% Unemployed,c,0.06403264583548207
Habersham,% Unemployed,a,232443.5180567164
Habersham,% Unemployed,b,-229.81717593514927
Habersham,% Unemployed,c,0.05680608706200019
Hall,% Unemployed,a,207814.1701921902
Hall,% Unemployed,b,-205.45520794618176
Hall,% Unemployed,c,0.05078153924216622
Hancock,% Unemployed,a,769302.2152469723
Hancock,% Unemployed,b,-761.1355817872382
Hancock,% Unemployed,c,0.1882654953715246
Haralson,% Unemployed,a,258195.42944295643
Haralson,% Unemployed,b,-255.22151332978487
Haralson,% Unemployed,c,0.0630714273813453
Harris,% Unemployed,a,41833.18053781621
Harris,% Unemployed,b,-41.05017790121519
Harris,% Unemployed,c,0.01007064707131633
Hart,% Unemployed,a,324468.2247549046
Hart,% Unemployed,b,-320.81459422192944
Hart,% Unemployed,c,0.07930148804234705
Heard,% Unemployed,a,323871.2285218962
Heard,% Unemployed,b,-320.2800662146735
Heard,% Unemployed,c,0.07918324083493644
Henry,% Unemployed,a,285302.1812021837
Henry,% Unemployed,b,-282.282117084984
Henry,% Unemployed,c,0.06982467996078867
Houston,% Unemployed,a,33919.586458553895
Houston,% Unemployed,b,-33.19909228776128
Houston,% Unemployed,c,0.00812352619787049
Irwin,% Unemployed,a,158971.86217643684
Irwin,% Unemployed,b,-156.67941088050392
Irwin,% Unemployed,c,0.038605695173259846
Jackson,% Unemployed,a,322255.7762222336
Jackson,% Unemployed,b,-318.71164593920207
Jackson,% Unemployed,c,0.07880234436248656
Jasper,% Unemployed,a,355982.9084814473
Jasper,% Unemployed,b,-352.11603861820976
Jasper,% Unemployed,c,0.08707366723206178
Jeff Davis,% Unemployed,a,368972.79824044614
Jeff Davis,% Unemployed,b,-364.69608684130964
Jeff Davis,% Unemployed,c,0.09011824583518546
Jefferson,% Unemployed,a,145258.34869745618
Jefferson,% Unemployed,b,-142.96013976343218
Jefferson,% Unemployed,c,0.03517490895666242
Jenkins,% Unemployed,a,561600.3541385027
Jenkins,% Unemployed,b,-555.2496294694678
Jenkins,% Unemployed,c,0.1372438758652379
Johnson,% Unemployed,a,192086.19604336933
Johnson,% Unemployed,b,-189.40484975496946
Johnson,% Unemployed,c,0.046690678928143825
Jones,% Unemployed,a,189481.00389575664
Jones,% Unemployed,b,-187.2315411527069
Jones,% Unemployed,c,0.046253000839158176
Lamar,% Unemployed,a,207625.30762778208
Lamar,% Unemployed,b,-205.01078421099297
Lamar,% Unemployed,c,0.050608266456123374
Lanier,% Unemployed,a,72214.10300779119
Lanier,% Unemployed,b,-71.0946394676761
Lanier,% Unemployed,c,0.017498781972065558
Laurens,% Unemployed,a,211946.96558720138
Laurens,% Unemployed,b,-209.28407784923868
Laurens,% Unemployed,c,0.05166470080641261
Lee,% Unemployed,a,115804.31876419504
Lee,% Unemployed,b,-114.29629372340803
Lee,% Unemployed,c,0.02820269097314565
Liberty,% Unemployed,a,101872.45617240276
Liberty,% Unemployed,b,-100.4053044925872
Liberty,% Unemployed,c,0.024740581198599898
Lincoln,% Unemployed,a,166621.64806706284
Lincoln,% Unemployed,b,-164.45717115272427
Lincoln,% Unemployed,c,0.04058107355629659
Long,% Unemployed,a,-75452.5681458661
Long,% Unemployed,b,75.21474342039183
Long,% Unemployed,c,-0.01874241412745903
Lowndes,% Unemployed,a,164007.38076213576
Lowndes,% Unemployed,b,-162.06847211288064
Lowndes,% Unemployed,c,0.04003914681769061
Lumpkin,% Unemployed,a,282459.0997930108
Lumpkin,% Unemployed,b,-279.24150837456796
Lumpkin,% Unemployed,c,0.06901594314911108
Macon,% Unemployed,a,149956.645993215
Macon,% Unemployed,b,-147.6667774864272
Macon,% Unemployed,c,0.036353642104984374
Madison,% Unemployed,a,136246.1774973315
Madison,% Unemployed,b,-134.612674982239
Madison,% Unemployed,c,0.033250543857832326
Marion,% Unemployed,a,-49306.88655752156
Marion,% Unemployed,b,49.38852905508897
Marion,% Unemployed,c,-0.012364564712044057
McDuffie,% Unemployed,a,82901.2548592825
McDuffie,% Unemployed,b,-81.64357748879878
McDuffie,% Unemployed,c,0.020102279902744158
McIntosh,% Unemployed,a,209570.28717474162
McIntosh,% Unemployed,b,-206.97792916464076
McIntosh,% Unemployed,c,0.051105287530617716
Meriwether,% Unemployed,a,327298.13974356564
Meriwether,% Unemployed,b,-323.7018211019721
Meriwether,% Unemployed,c,0.08003766664427303
Miller,% Unemployed,a,56378.6692542146
Miller,% Unemployed,b,-55.46513980423468
Miller,% Unemployed,c,0.013642050476484258
Mitchell,% Unemployed,a,173808.78589745428
Mitchell,% Unemployed,b,-171.78851515867757
Mitchell,% Unemployed,c,0.042449215256652906
Monroe,% Unemployed,a,143955.8442522105
Monroe,% Unemployed,b,-142.1296920440544
Monroe,% Unemployed,c,0.0350824562633818
Montgomery,% Unemployed,a,-72613.42068130319
Montgomery,% Unemployed,b,72.65408081106766
Montgomery,% Unemployed,c,-0.01817014401156314
Morgan,% Unemployed,a,231010.9747816169
Morgan,% Unemployed,b,-228.42726725159415
Morgan,% Unemployed,c,0.05646903810449544
Murray,% Unemployed,a,205490.90660733942
Murray,% Unemployed,b,-202.9256452589458
Murray,% Unemployed,c,0.05009925925986636
Muscogee,% Unemployed,a,97225.67357139799
Muscogee,% Unemployed,b,-95.96183039138121
Muscogee,% Unemployed,c,0.0236798902319606
Newton,% Unemployed,a,333791.0285595846
Newton,% Unemployed,b,-330.1777882636067
Newton,% Unemployed,c,0.08165211544280737
Oconee,% Unemployed,a,60540.11404302882
Oconee,% Unemployed,b,-59.64487445744863
Oconee,% Unemployed,c,0.014691165360616765
Oglethorpe,% Unemployed,a,119377.62338089336
Oglethorpe,% Unemployed,b,-117.88212426723841
Oglethorpe,% Unemployed,c,0.029102127497054653
Paulding,% Unemployed,a,311964.667163299
Paulding,% Unemployed,b,-308.6093427758111
Paulding,% Unemployed,c,0.07632341139503751
Peach,% Unemployed,a,145715.47028893064
Peach,% Unemployed,b,-143.68023900923316
Peach,% Unemployed,c,0.03541919223152945
Pickens,% Unemployed,a,212373.63427348068
Pickens,% Unemployed,b,-209.8762552304359
Pickens,% Unemployed,c,0.05185284643360433
Pierce,% Unemployed,a,122071.18715694759
Pierce,% Unemployed,b,-120.3368266580265
Pierce,% Unemployed,c,0.029657296634511
Pike,% Unemployed,a,200248.91220293168
Pike,% Unemployed,b,-197.80155278145938
Pike,% Unemployed,c,0.04884677535957849
Polk,% Unemployed,a,168756.5642564793
Polk,% Unemployed,b,-166.66387871481368
Polk,% Unemployed,c,0.041150229009133454
Pulaski,% Unemployed,a,4902.491162502177
Pulaski,% Unemployed,b,-4.215839790752402
Pulaski,% Unemployed,c,0.0008868160435104855
Putnam,% Unemployed,a,112348.40090819939
Putnam,% Unemployed,b,-110.64690187710886
Putnam,% Unemployed,c,0.02724344628967401
Quitman,% Unemployed,a,317767.06716974697
Quitman,% Unemployed,b,-314.237987622603
Quitman,% Unemployed,c,0.07768832849751561
Rabun,% Unemployed,a,236498.70221769236
Rabun,% Unemployed,b,-233.49768181075774
Rabun,% Unemployed,c,0.05763439568571016
Randolph,% Unemployed,a,115357.45287730132
Randolph,% Unemployed,b,-113.48740922111338
Randolph,% Unemployed,c,0.027912375555771973
Richmond,% Unemployed,a,173680.37912471924
Richmond,% Unemployed,b,-171.633944730065
Richmond,% Unemployed,c,0.04240424262317788
Rockdale,% Unemployed,a,339616.58373329736
Rockdale,% Unemployed,b,-336.0301850796955
Rockdale,% Unemployed,c,0.08312165317835252
Schley,% Unemployed,a,321383.22984721523
Schley,% Unemployed,b,-317.64221640161446
Schley,% Unemployed,c,0.07848710497825095
Screven,% Unemployed,a,333524.0199127168
Screven,% Unemployed,b,-329.8729707297353
Screven,% Unemployed,c,0.08156696568465804
Seminole,% Unemployed,a,-66140.61567181109
Seminole,% Unemployed,b,66.21499540190435
Seminole,% Unemployed,c,-0.016568903199882357
Spalding,% Unemployed,a,293917.61370393715
Spalding,% Unemployed,b,-290.5492068085474
Spalding,% Unemployed,c,0.07180609160508311
Stephens,% Unemployed,a,227315.01989187268
Stephens,% Unemployed,b,-224.76717612425426
Stephens,% Unemployed,c,0.055563125020313464
Stewart,% Unemployed,a,101580.16211684658
Stewart,% Unemployed,b,-99.94846319656087
Stewart,% Unemployed,c,0.024586119553006824
Sumter,% Unemployed,a,246188.2860986403
Sumter,% Unemployed,b,-243.22564781411884
Sumter,% Unemployed,c,0.060076008181539464
Talbot,% Unemployed,a,7225.491952511627
Talbot,% Unemployed,b,-6.719062583054822
Talbot,% Unemployed,c,0.001556956321666192
Taliaferro,% Unemployed,a,254085.45893196762
Taliaferro,% Unemployed,b,-251.12345951059052
Taliaferro,% Unemployed,c,0.062050308411528476
Tattnall,% Unemployed,a,96205.305338705
Tattnall,% Unemployed,b,-94.66028533034837
Tattnall,% Unemployed,c,0.023285248321471386
Taylor,% Unemployed,a,134743.93550047782
Taylor,% Unemployed,b,-132.76099127236034
Taylor,% Unemployed,c,0.03270270120299301
Telfair,% Unemployed,a,544046.2313230542
Telfair,% Unemployed,b,-538.3943875363857
Telfair,% Unemployed,c,0.13320225550035047
Terrell,% Unemployed,a,268382.7339682035
Terrell,% Unemployed,b,-265.55600738795476
Terrell,% Unemployed,c,0.06569127707916778
Thomas,% Unemployed,a,29700.54568737213
Thomas,% Unemployed,b,-28.99858935514086
Thomas,% Unemployed,c,0.007078262125006063
Tift,% Unemployed,a,306510.3889381052
Tift,% Unemployed,b,-303.03326761515905
Tift,% Unemployed,c,0.07489981155435999
Toombs,% Unemployed,a,-22139.761586797948
Toombs,% Unemployed,b,22.592128239974514
Toombs,% Unemployed,c,-0.005756740177393027
Towns,% Unemployed,a,-29252.830725857257
Towns,% Unemployed,b,29.44318336639959
Towns,% Unemployed,c,-0.007405242245869914
Treutlen,% Unemployed,a,51767.958926273335
Treutlen,% Unemployed,b,-50.3722998063592
Treutlen,% Unemployed,c,0.012251409901843147
Troup,% Unemployed,a,396890.8699490078
Troup,% Unemployed,b,-392.764028044625
Troup,% Unemployed,c,0.09717113885557183
Turner,% Unemployed,a,504306.01954271796
Turner,% Unemployed,b,-499.3048385649223
Turner,% Unemployed,c,0.12358963787636412
Twiggs,% Unemployed,a,-29928.0832538422
Twiggs,% Unemployed,b,30.386295404741556
Twiggs,% Unemployed,c,-0.007706342251314169
Union,% Unemployed,a,153825.57998049312
Union,% Unemployed,b,-151.9273869445161
Union,% Unemployed,c,0.03751388778027831
Upson,% Unemployed,a,225273.53023840475
Upson,% Unemployed,b,-222.5093349297245
Upson,% Unemployed,c,0.05494576112590721
Walker,% Unemployed,a,133110.68201845256
Walker,% Unemployed,b,-131.39262807067047
Walker,% Unemployed,c,0.03242496461794531
Walton,% Unemployed,a,286160.2922999663
Walton,% Unemployed,b,-283.03173877951644
Walton,% Unemployed,c,0.06998526065314081
Ware,% Unemployed,a,249556.191241716
Ware,% Unemployed,b,-246.56452844851944
Ware,% Unemployed,c,0.06090307715803078
Warren,% Unemployed,a,567486.2134343609
Warren,% Unemployed,b,-561.301604900201
Warren,% Unemployed,c,0.13879732504949516
Washington,% Unemployed,a,492453.72884086834
Washington,% Unemployed,b,-487.24839727912547
Washington,% Unemployed,c,0.12052575932557374
Wayne,% Unemployed,a,181848.45905157356
Wayne,% Unemployed,b,-179.38883096660197
Wayne,% Unemployed,c,0.04424133923964746
Webster,% Unemployed,a,-133050.67690049275
Webster,% Unemployed,b,132.35773957678592
Webster,% Unemployed,c,-0.03291474961773133
Wheeler,% Unemployed,a,-234036.60074615662
Wheeler,% Unemployed,b,232.4637499829167
Wheeler,% Unemployed,c,-0.057722739360173136
White,% Unemployed,a,247875.97825727516
White,% Unemployed,b,-244.99687741968978
White,% Unemployed,c,0.060538503981547365
Whitfield,% Unemployed,a,308287.8875489553
Whitfield,% Unemployed,b,-304.85229076140143
Whitfield,% Unemployed,c,0.07536493018108104
Wilcox,% Unemployed,a,184951.56040118975
Wilcox,% Unemployed,b,-182.45763716968185
Wilcox,% Unemployed,c,0.04500017768364728
Wilkes,% Unemployed,a,218157.64670827024
Wilkes,% Unemployed,b,-215.52415600275182
Wilkes,% Unemployed,c,0.05323175409705527
Wilkinson,% Unemployed,a,174161.6885544928
Wilkinson,% Unemployed,b,-171.92270872872356
Wilkinson,% Unemployed,c,0.04242902567574447
Worth,% Unemployed,a,228717.13957097105
Worth,% Unemployed,b,-226.0784385536796
Worth,% Unemployed,c,0.05586857166801451
Appling,% Uninsured,a,118795.07301477643
Appling,% Uninsured,b,-117.1955718964224
Appling,% Uninsured,c,0.02890889347368386
Atkinson,% Uninsured,a,-27281.44767217167
Atkinson,% Uninsured,b,27.853102462508712
Atkinson,% Uninsured,c,-0.0070964095689802775
Bacon,% Uninsured,a,-209923.37124891902
Bacon,% Uninsured,b,208.7833878329846
Bacon,% Uninsured,c,-0.0519063135365343
Baker,% Uninsured,a,173181.00009112156
Baker,% Uninsured,b,-171.2919264274368
Baker,% Uninsured,c,0.042360205050869126
Baldwin,% Uninsured,a,232692.59936304076
Baldwin,% Uninsured,b,-230.25525786768625
Baldwin,% Uninsured,c,0.056964764183220495
Banks,% Uninsured,a,306849.41802203073
Banks,% Uninsured,b,-303.84225292949145
Banks,% Uninsured,c,0.07522112179373153
Barrow,% Uninsured,a,157983.11118789145
Barrow,% Uninsured,b,-156.1121731237123
Barrow,% Uninsured,c,0.038570154873752927
Bartow,% Uninsured,a,23542.289920030646
Bartow,% Uninsured,b,-22.909732494857675
Bartow,% Uninsured,c,0.005576265766450206
Ben Hill,% Uninsured,a,149685.0833759032
Ben Hill,% Uninsured,b,-147.77185850749945
Ben Hill,% Uninsured,c,0.03647465776796821
Berrien,% Uninsured,a,-174856.78179623446
Berrien,% Uninsured,b,173.763073739724
Berrien,% Uninsured,c,-0.04316349119429219
Bibb,% Uninsured,a,-159454.47743089998
Bibb,% Uninsured,b,158.63715553558566
Bibb,% Uninsured,c,-0.03945125746128042
Bleckley,% Uninsured,a,6930.468319117778
Bleckley,% Uninsured,b,-6.323682626556794
Bleckley,% Uninsured,c,0.0014356599984122198
Brantley,% Uninsured,a,247068.5955830964
Brantley,% Uninsured,b,-244.3209984763243
Brantley,% Uninsured,c,0.06040564846719576
Brooks,% Uninsured,a,-388111.18964023935
Brooks,% Uninsured,b,385.42959087884
Brooks,% Uninsured,c,-0.09568577040607806
Bryan,% Uninsured,a,299538.3362478102
Bryan,% Uninsured,b,-296.47170147981967
Bryan,% Uninsured,c,0.07336233876554843
Bulloch,% Uninsured,a,321130.9907329052
Bulloch,% Uninsured,b,-317.49570958594194
Bulloch,% Uninsured,c,0.07847948305624186
Burke,% Uninsured,a,-34280.001275718794
Burke,% Uninsured,b,34.668231847566545
Burke,% Uninsured,c,-0.008757511608550317
Butts,% Uninsured,a,46557.16793792739
Butts,% Uninsured,b,-45.59984812711882
Butts,% Uninsured,c,0.011168250140961788
Calhoun,% Uninsured,a,-270676.6739377307
Calhoun,% Uninsured,b,269.0499311445137
Calhoun,% Uninsured,c,-0.06685239285957323
Camden,% Uninsured,a,439125.8227510639
Camden,% Uninsured,b,-434.8196591250457
Camden,% Uninsured,c,0.10764226370952201
Candler,% Uninsured,a,404640.5462462034
Candler,% Uninsured,b,-400.5371897709722
Candler,% Uninsured,c,0.09912411011009681
Carroll,% Uninsured,a,92975.40259592704
Carroll,% Uninsured,b,-91.5003894074225
Carroll,% Uninsured,c,0.02251547594880776
Catoosa,% Uninsured,a,-42546.232585451144
Catoosa,% Uninsured,b,42.719961348009114
Catoosa,% Uninsured,c,-0.010718048384021017
Charlton,% Uninsured,a,480452.3172021292
Charlton,% Uninsured,b,-476.1059365636919
Charlton,% Uninsured,c,0.11795394836116202
Chatham,% Uninsured,a,127246.1804457499
Chatham,% Uninsured,b,-125.43946685255057
Chatham,% Uninsured,c,0.030918051932928847
Chattahoochee,% Uninsured,a,606663.6709385095
Chattahoochee,% Uninsured,b,-600.7226897570589
Chattahoochee,% Uninsured,c,0.14871271189281288
Chattooga,% Uninsured,a,-150377.379309626
Chattooga,% Uninsured,b,149.60069447332376
Chattooga,% Uninsured,c,-0.037201691446313134
Cherokee,% Uninsured,a,121784.34628058718
Cherokee,% Uninsured,b,-120.1890358485689
Cherokee,% Uninsured,c,0.029656856533534892
Clarke,% Uninsured,a,559970.4232232964
Clarke,% Uninsured,b,-554.0319013186908
Clarke,% Uninsured,c,0.13704310355717553
Clay,% Uninsured,a,-125446.37562361103
Clay,% Uninsured,b,124.8002945365487
Clay,% Uninsured,c,-0.03103432602624423
Clayton,% Uninsured,a,-319762.36978434015
Clayton,% Uninsured,b,317.76562700324996
Clayton,% Uninsured,c,-0.07893932792370606
Clinch,% Uninsured,a,-27906.01529125145
Clinch,% Uninsured,b,28.014754255299245
Clinch,% Uninsured,c,-0.007024984745996221
Cobb,% Uninsured,a,-22770.55755399618
Cobb,% Uninsured,b,23.323689328143747
Cobb,% Uninsured,c,-0.005962202865887889
Coffee,% Uninsured,a,41636.3305957709
Coffee,% Uninsured,b,-40.64766426688075
Coffee,% Uninsured,c,0.009923687308400986
Colquitt,% Uninsured,a,-88974.01840890734
Colquitt,% Uninsured,b,88.69159791741978
Colquitt,% Uninsured,c,-0.02209556349394859
Columbia,% Uninsured,a,253419.60119197005
Columbia,% Uninsured,b,-250.74912360225233
Columbia,% Uninsured,c,0.06202946122658659
Cook,% Uninsured,a,-94860.6512223972
Cook,% Uninsured,b,94.84205861133131
Cook,% Uninsured,c,-0.023698853632481587
Coweta,% Uninsured,a,173498.76286126566
Coweta,% Uninsured,b,-171.49642389266685
Coweta,% Uninsured,c,0.04238242938680514
Crawford,% Uninsured,a,192525.49807995395
Crawford,% Uninsured,b,-190.2340660374694
Crawford,% Uninsured,c,0.04699661758189677
Crisp,% Uninsured,a,217720.01234672903
Crisp,% Uninsured,b,-215.3481866024042
Crisp,% Uninsured,c,0.05325463097611305
Dade,% Uninsured,a,177168.6393589012
Dade,% Uninsured,b,-175.21070593004362
Dade,% Uninsured,c,0.043322482697959686
Dawson,% Uninsured,a,282164.67028296395
Dawson,% Uninsured,b,-279.05171278250833
Dawson,% Uninsured,c,0.06899737251637816
DeKalb,% Uninsured,a,-171032.26332249763
DeKalb,% Uninsured,b,170.38615455001732
DeKalb,% Uninsured,c,-0.0424297941268037
Decatur,% Uninsured,a,-68537.02947508638
Decatur,% Uninsured,b,68.55162473092147
Decatur,% Uninsured,c,-0.01713526863898096
Dodge,% Uninsured,a,51674.017707918836
Dodge,% Uninsured,b,-50.57251980552287
Dodge,% Uninsured,c,0.012376069950036594
Dooly,% Uninsured,a,-389115.66311917617
Dooly,% Uninsured,b,386.4217298856766
Dooly,% Uninsured,c,-0.09593095262476936
Dougherty,% Uninsured,a,90382.39230604749
Dougherty,% Uninsured,b,-88.98040144460326
Dougherty,% Uninsured,c,0.02190339756153037
Douglas,% Uninsured,a,197441.8938472317
Douglas,% Uninsured,b,-195.0943003642761
Douglas,% Uninsured,c,0.04819730225668195
Early,% Uninsured,a,-83555.745628317
Early,% Uninsured,b,83.42009166261901
Early,% Uninsured,c,-0.020815884828294884
Echols,% Uninsured,a,123318.76058535196
Echols,% Uninsured,b,-120.84672002959165
Echols,% Uninsured,c,0.02960941796085592
Effingham,% Uninsured,a,306532.59845199785
Effingham,% Uninsured,b,-303.38350509564015
Effingham,% Uninsured,c,0.07506995904867608
Elbert,% Uninsured,a,119882.7023425247
Elbert,% Uninsured,b,-118.16816603158526
Elbert,% Uninsured,c,0.029123485578296027
Emanuel,% Uninsured,a,410220.51537868014
Emanuel,% Uninsured,b,-405.7476954343489
Emanuel,% Uninsured,c,0.10033508065612295
Evans,% Uninsured,a,250852.34733738747
Evans,% Uninsured,b,-247.72479402733126
Evans,% Uninsured,c,0.061163287687264756
Fannin,% Uninsured,a,95572.33193486977
Fannin,% Uninsured,b,-93.95541750551341
Fannin,% Uninsured,c,0.023095122220325948
Fayette,% Uninsured,a,166816.8828983738
Fayette,% Uninsured,b,-165.14504502394476
Fayette,% Uninsured,c,0.040875216387092905
Floyd,% Uninsured,a,85246.5550750233
Floyd,% Uninsured,b,-84.05734695774264
Floyd,% Uninsured,c,0.020725334183310906
Forsyth,% Uninsured,a,199060.47470673296
Forsyth,% Uninsured,b,-196.79778379061239
Forsyth,% Uninsured,c,0.048642746358893874
Franklin,% Uninsured,a,-62314.54869305524
Franklin,% Uninsured,b,62.251410997526925
Franklin,% Uninsured,c,-0.01554110205743342
Fulton,% Uninsured,a,-100883.35703797406
Fulton,% Uninsured,b,101.15571297548246
Fulton,% Uninsured,c,-0.02534971651797946
